Group Of ShortName,SectionEstimate,v2_61,v2_73,v2_81,v2_9,Code,CodeList
,,,,,,12,"""HeartMate IP LVAS"""
,,,,,,13,"""HeartMate SNAP-VE"""
,,,,,,14,"""HeartMate XVE"""
,,,,,,15,"""HeartMate II"""
,,,,,,16,"""HeartMate III"""
,,,,,,17,"""BVS5000i"""
,,,,,,18,"""AbioCor"""
,,,,,,19,"""Incor"""
,,,,,,20,"""Excor"""
,,,,,,21,"""Other"""
VImpDt3,L,Yes,Yes,Yes,Yes,,
,,,,,,,
VImpUDI3,L,,,Yes,Yes,,
,,,,,,,
VExp3,L,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,3,"""Yes, not during this procedure"""
,,,,,,4,"""Yes, during this procedure"""
VExpRsn3,L,Yes,Yes,Yes,Yes,,
,,,,,,1,"""Cardiac Transplant"""
,,,,,,2,"""Recovery"""
,,,,,,3,"""Device Transfer"""
,,,,,,4,"""Device-Related Infection"""
,,,,,,5,"""Device Malfunction"""
,,,,,,6,"""End of Life"" OR ""End of (Device) Life"""
VExpDt3,L,Yes,Yes,Yes,Yes,,
,,,,,,,
CathBasAssistDev,L,,Yes,,,,
,,,,,,1,"""Impella"""
,,,,,,2,"""Tandem Heart"""
,,,,,,9,"""Other"""
CathBasAssistRemDt,L,,Yes,,,,
,,,,,,,
CompMAD,L,,,Yes,,,
,,,,,,0,"""No"""
,,,,,,2,"""Yes, IABP"""
,,,,,,3,"""Yes, CBAD"""
,,,,,,4,"""Yes, ECMO"""
,,,,,,5,"""Yes, VAD"""
,,,,,,6,"""Yes, multiple devices"""
CompMAD1,L,,,Yes,,,
,,,,,,1,"""No additional complications"""
,,,,,,2,"""Cannula / insertion site issue"""
,,,,,,3,"""Cardiac"""
,,,,,,4,"""GI"""
,,,,,,5,"""Hemorrhagic"""
,,,,,,6,"""Hemolytic"""
,,,,,,7,"""Infection"""
,,,,,,8,"""Metabolic"""
,,,,,,9,"""Neurologic"""
,,,,,,10,"""Pulmonary"""
,,,,,,11,"""Other"""
CompMAD2,L,,,Yes,,,
,,,,,,0,"""No additional complications"""
,,,,,,1,"""No additional complications"""
,,,,,,2,"""Cannula / insertion site issue"""
,,,,,,3,"""Cardiac"""
,,,,,,4,"""GI"""
,,,,,,5,"""Hemorrhagic"""
,,,,,,6,"""Hemolytic"""
,,,,,,7,"""Infection"""
,,,,,,8,"""Metabolic"""
,,,,,,9,"""Neurologic"""
,,,,,,10,"""Pulmonary"""
,,,,,,11,"""Other"""
CompMAD3,L,,,Yes,,,
,,,,,,0,"""No additional complications"""
,,,,,,1,"""No additional complications"""
,,,,,,2,"""Cannula / insertion site issue"""
,,,,,,3,"""Cardiac"""
,,,,,,4,"""GI"""
,,,,,,5,"""Hemorrhagic"""
,,,,,,6,"""Hemolytic"""
,,,,,,7,"""Infection"""
,,,,,,8,"""Metabolic"""
,,,,,,9,"""Neurologic"""
,,,,,,10,"""Pulmonary"""
,,,,,,11,"""Other"""
HPVCI,L,Yes,,,,,
,,,,,,,
HPVCVP,L,Yes,,,,,
,,,,,,,
HPVPCWP,L,Yes,,,,,
,,,,,,,
HPVRVEF,L,Yes,,,,,
,,,,,,1,"""Normal"""
,,,,,,2,"""Mildly Impaired"""
,,,,,,3,"""Moderately Impaired"""
,,,,,,4,"""Severely Impaired"""
IABPRemDt,L,,Yes,,,,
,,,,,,,
IntPVAD,L,Yes,,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
LVADInf,L,Yes,,,,,
,,,,,,1,"""Left Atrium"""
,,,,,,2,"""Left Ventricle"""
LVADinf2,L,Yes,,,,,
,,,,,,1,"""Left Atrium"""
,,,,,,2,"""Left Ventricle"""
LVADInf3,L,Yes,,,,,
,,,,,,1,"""Left Atrium"""
,,,,,,2,"""Left Ventricle"""
PVCmpBld,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpBO,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpDCI,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpEnd,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpESt,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpHem,L,,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpMal,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVCmpPPI,L,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
RVADInf,L,Yes,,,,,
,,,,,,1,"""Right Atrium"""
,,,,,,2,"""Right Ventricle"""
RVADinf2,L,Yes,,,,,
,,,,,,1,"""Right Atrium"""
,,,,,,2,"""Right Ventricle"""
RVADInf3,L,Yes,,,,,
,,,,,,1,"""Right Atrium"""
,,,,,,2,"""Right Ventricle"""
VADDiscS,L,Yes,Yes,,,,
,,,,,,1,"""With VAD"""
,,,,,,2,"""Without VAD"""
,,,,,,3,"""Expired in Hospital Where Initial VAD Was Implanted"" OR ""Expired in Hospital"""
VADListVrsn,L,Yes,,,,,
,,,,,,,
VTxDt,L,Yes,Yes,,,,
,,,,,,,
VTxDt2,L,Yes,Yes,,,,
,,,,,,,
VTxDt3,L,Yes,Yes,,,,
,,,,,,,
OCarASDPFO,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarASDSec,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAFibIntraLes,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAFibEpLes,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAAProc,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""RAA"""
,,,,,,2,"""LAA"""
,,,,,,3,"""Both"""
OCarAAMeth,M,,,,Yes,,
,,,,,,1,"""Intra-atrial oversewing"""
,,,,,,2,"""Epicardial suture ligation"""
,,,,,,3,"""Amputation with oversewing"""
,,,,,,4,"""Stapler (cutting)"""
,,,,,,5,"""Stapler (noncutting)"""
,,,,,,6,"""Epicardially applied occlusion device"""
OCarAAModel,M,,,,Yes,,
,,,,,,,
OCarAAUDI,M,,,,Yes,,
,,,,,,,
OCarACD,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""None"""
,,,,,,2,"""Permanent Pacemaker"""
,,,,,,3,"""Permanent Pacemaker with Cardiac Resynchronization Technique (CRT)"""
,,,,,,4,"""Automatic Implanted Cardioverter Defibrillator (AICD)"" OR ""Implantable Cardioverter Defibrillator (ICD)"""
,,,,,,5,"""AICD with CRT"" OR ""ICD with CRT"""
,,,,,,6,"""Implantable recorder"""
OCarLeadInsert,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarACDLE,M,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,3,"""Yes, planned"""
,,,,,,4,"""Yes, unplanned due to surgical complication"""
,,,,,,5,"""Yes, unplanned due to unsuspected disease or anatomy"""
,,,,,,6,"""Yes, unplanned due to unsuspected disease or anatomy"""
OCarCong,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarLVA,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarStemCell,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCPulThromDis,M,,Yes,Yes,Yes,,
,,,,,,0,"""None"" OR ""No"""
,,,,,,2,"""Yes, Acute"""
,,,,,,3,"""Yes, Chronic"""
OCarSubaStenRes,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarSubaStenResTy,M,,,Yes,Yes,,
,,,,,,1,"""Muscle"""
,,,,,,2,"""Ring"""
,,,,,,3,"""Membrane"""
,,,,,,4,"""Web"""
,,,,,,5,"""Not reported"""
OCarSVR,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarLasr,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCTumor,M,,Yes,Yes,Yes,,
,,,,,,0,"""None"" OR ""No"""
,,,,,,2,"""Myxoma"""
,,,,,,3,"""Fibroelastoma"""
,,,,,,4,"""Hypernephroma"""
,,,,,,5,"""Sarcoma"""
,,,,,,6,"""Other"""
OCarCrTx,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarTrma,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarVSD,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,3,"""Yes, congenital"""
,,,,,,4,"""Yes, acquired"""
OCarOthr,M,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAFibLesLoc,M,,,Yes,Yes,,
,,,,,,1,"""Primarily epicardial"""
,,,,,,2,"""Primarily Intracardiac"""
OCarAFibMethRad,M,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAFibMethRadBi,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAFibMethCAS,M,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarAFibMethCryo,M,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OCarLesDoc,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes1,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes2,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes3a,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes3b,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes4,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes5,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes6,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes7,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes8,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes9,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes10,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes11,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes12,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes13,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes14,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes15a,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFibLes15b,M,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AFitLesCSL,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
FamHistAorta,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""None"""
,,,,,,1,"""Aneurysm"""
,,,,,,2,"""Dissection"""
,,,,,,3,"""Both Aneurysm and Dissection"""
,,,,,,4,"""Sudden Death"""
PatGenHist,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""None"""
,,,,,,1,"""Marfan"""
,,,,,,2,"""Ehlers-Danlos"""
,,,,,,3,"""Loeys-Dietz"""
,,,,,,4,"""Non-Specific familial thoracic aortic syndrome"""
,,,,,,5,"""Bicuspid AV"""
,,,,,,6,"""Turner syndrome"""
,,,,,,7,"""Other"""
PriorAorta,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepRoot,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepTyRoot,M,,,,Yes,,
,,,,,,1,"""Open"""
,,,,,,2,"""Endovascular"""
,,,,,,3,"""Hybrid"""
PriorFailRoot,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorProgRoot,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepAsc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepTyAsc,M,,,,Yes,,
,,,,,,1,"""Open"""
,,,,,,2,"""Endovascular"""
,,,,,,3,"""Hybrid"""
PriorFailAsc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorProgAsc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepArch,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepTyArch,M,,,,Yes,,
,,,,,,1,"""Open"""
,,,,,,2,"""Endovascular"""
,,,,,,3,"""Hybrid"""
PriorFailArch,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorProgArch,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepDesc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepTyDesc,M,,,,Yes,,
,,,,,,1,"""Open"""
,,,,,,2,"""Endovascular"""
,,,,,,3,"""Hybrid"""
PriorFailDesc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorProgDesc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepSupraAb,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepTySupraAb,M,,,,Yes,,
,,,,,,1,"""Open"""
,,,,,,2,"""Endovascular"""
,,,,,,3,"""Hybrid"""
PriorFailSupraAb,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorProgSupraAb,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepInfraAb,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorRepTyInfraAb,M,,,,Yes,,
,,,,,,1,"""Open"""
,,,,,,2,"""Endovascular"""
,,,,,,3,"""Hybrid"""
PriorFailInfraAb,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PriorProgInfraAb,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Endoleak,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
EndoleakTypeI,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
EndoleakTyILoc,M,,,,Yes,,
,,,,,,1,"""Ia-Proximal"""
,,,,,,2,"""Ib-Distal"""
,,,,,,3,"""Ic-Iliac occluder"""
EndoleakTypeII,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
EndoleakVessNum,M,,,,Yes,,
,,,,,,1,"""IIa-Single vessel"""
,,,,,,2,"""IIb-Two vessels or more"""
EndoleakTypeIII,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
EndoleakType,M,,,,Yes,,
,,,,,,1,"""IIIa-Junctional separation of modular components"""
,,,,,,2,"""IIIb-Endograft fractures or holes"""
EndoleakTypeIV,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
EndoleakTypeV,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Infection,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
InfecType,M,,,,Yes,,
,,,,,,1,"""Graft infection"""
,,,,,,2,"""Valvular endocarditis"""
,,,,,,3,"""Nonvalvular endocarditis"""
,,,,,,4,"""Native aorta"""
,,,,,,5,"""Multiple infection types"""
Trauma,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TraumacRoot,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TraumaAsc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TraumaArch,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TraumaDesc,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TraumaThorac,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TraumaAbdom,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Presentation,M,,,,Yes,,
,,,,,,1,"""Pain"""
,,,,,,2,"""CHF"""
,,,,,,3,"""Cardiac Arrest"""
,,,,,,4,"""Syncope"""
,,,,,,5,"""Stroke"""
,,,,,,6,"""Limb numbness"""
,,,,,,7,"""Paralysis"""
,,,,,,8,"""Fatigue"""
,,,,,,9,"""Infection"""
,,,,,,10,"""Weakness"""
,,,,,,11,"""Hoarseness (vocal cord dysfunction)"""
,,,,,,12,"""Asymptomatic"""
PrimIndic,M,,,,Yes,,
,,,,,,1,"""Aneurysm"""
,,,,,,2,"""Dissection"""
,,,,,,3,"""Valvular Dysfunction"""
,,,,,,4,"""Obstruction"""
,,,,,,5,"""Intramural Hematoma"""
,,,,,,6,"""Infection"""
,,,,,,7,"""Stenosis"""
,,,,,,8,"""Coarctation"""
AnEtilogy,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""Atherosclerosis"""
,,,,,,2,"""Infection"""
,,,,,,3,"""Inflammatory"""
,,,,,,4,"""Connective Tissue Disorder"""
,,,,,,5,"""Penetrating Ulcer"""
,,,,,,6,"""Pseudoaneurysm"""
,,,,,,7,"""Mycotic"""
,,,,,,8,"""Traumatic transection"""
,,,,,,9,"""Intercostal visceral patch"""
,,,,,,10,"""Anastomotic site"""
AnType,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""Fusiform"""
,,,,,,2,"""Saccular"""
AnRupt,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AnRuptCon,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AnLoc,M,,,,Yes,,
,,,,,,1,"""Below STJ"""
,,,,,,2,"""STJ-midascending"""
,,,,,,3,"""Midascending to distal ascending"""
,,,,,,4,"""Zone 1"""
,,,,,,5,"""Zone 2"""
,,,,,,6,"""Zone 3"""
,,,,,,7,"""Zone 4"""
,,,,,,8,"""Zone 5"""
,,,,,,9,"""Zone 6"""
,,,,,,10,"""Zone 7"""
,,,,,,11,"""Zone 8"""
,,,,,,12,"""Zone 9"""
,,,,,,13,"""Zone 10"""
,,,,,,14,"""Zone 11"""
DisTiming,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""Hyperacute (< 48 hours)"""
,,,,,,2,"""Acute (>=48 hours, < 2 weeks)"""
,,,,,,3,"""Subacute (>= 2 weeks, <90 days)"""
,,,,,,4,"""Chronic (>90 days)"""
,,,,,,5,"""Acute on chronic"""
DisOnsetDtKnown,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisOnsetDt,M,,,,Yes,,
,,,,,,,
DisTearLoc,M,,,,Yes,,
,,,,,,1,"""Below STJ"""
,,,,,,2,"""STJ-midascending"""
,,,,,,3,"""Midascending to distal ascending"""
,,,,,,4,"""Zone 1"""
,,,,,,5,"""Zone 2"""
,,,,,,6,"""Zone 3"""
,,,,,,7,"""Zone 4"""
,,,,,,8,"""Zone 5"""
,,,,,,9,"""Zone 6"""
,,,,,,10,"""Zone 7"""
,,,,,,11,"""Zone 8"""
,,,,,,12,"""Zone 9"""
,,,,,,13,"""Zone 10"""
,,,,,,14,"""Zone 11"""
DisSecLoc,M,,,,Yes,,
,,,,,,1,"""Below STJ"""
,,,,,,2,"""STJ-midascending"""
,,,,,,3,"""Midascending to distal ascending"""
,,,,,,4,"""Zone 1"""
,,,,,,5,"""Zone 2"""
,,,,,,6,"""Zone 3"""
,,,,,,7,"""Zone 4"""
,,,,,,8,"""Zone 5"""
,,,,,,9,"""Zone 6"""
,,,,,,10,"""Zone 7"""
,,,,,,11,"""Zone 8"""
,,,,,,12,"""Zone 9"""
,,,,,,13,"""Zone 10"""
,,,,,,14,"""Zone 11"""
DisRetExt,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisRetLoc,M,,,,Yes,,
,,,,,,1,"""Below STJ"""
,,,,,,2,"""STJ-midascending"""
,,,,,,3,"""Midascending to distal ascending"""
,,,,,,4,"""Zone 1"""
,,,,,,5,"""Zone 2"""
,,,,,,6,"""Zone 3"""
,,,,,,7,"""Zone 4"""
DisPosTEVAR,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DistalExt,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DistalExtLoc,M,,,,Yes,,
,,,,,,1,"""Below STJ"""
,,,,,,2,"""STJ-midascending"""
,,,,,,3,"""Midascending to distal ascending"""
,,,,,,4,"""Zone 1"""
,,,,,,5,"""Zone 2"""
,,,,,,6,"""Zone 3"""
,,,,,,7,"""Zone 4"""
,,,,,,8,"""Zone 5"""
,,,,,,9,"""Zone 6"""
,,,,,,10,"""Zone 7"""
,,,,,,11,"""Zone 8"""
,,,,,,12,"""Zone 9"""
,,,,,,13,"""Zone 10"""
,,,,,,14,"""Zone 11"""
DisMal,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalCor,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalRtSubclav,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalRtComCar,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalComL,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalSubL,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalCel,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalSup,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalRenL,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalRenR,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalIlio,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisMalSpin,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisLowMotFun,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""No deficit"""
,,,,,,2,"""Weakness"""
,,,,,,3,"""Paralysis"""
DisLowSenDef,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisRupt,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisRuptCon,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DisRuptLoc,M,,,,Yes,,
,,,,,,1,"""Below STJ"""
,,,,,,2,"""STJ-midascending"""
,,,,,,3,"""Midascending to distal ascending"""
,,,,,,4,"""Zone 1"""
,,,,,,5,"""Zone 2"""
,,,,,,6,"""Zone 3"""
,,,,,,7,"""Zone 4"""
,,,,,,8,"""Zone 5"""
,,,,,,9,"""Zone 6"""
,,,,,,10,"""Zone 7"""
,,,,,,11,"""Zone 8"""
,,,,,,12,"""Zone 9"""
,,,,,,13,"""Zone 10"""
,,,,,,14,"""Zone 11"""
RootAAnnEctasia,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
RootDilaAsym,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
RoottDilaAsym,M,,,,Yes,,
,,,,,,1,"""Right"""
,,,,,,2,"""Left"""
,,,,,,3,"""Non-coronary"""
RootSinus,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
RootSinusLoc,M,,,,Yes,,
,,,,,,1,"""Right"""
,,,,,,2,"""Left"""
,,,,,,3,"""Non-coronary"""
ArchType,M,,,,Yes,,
,,,,,,1,"""Left"""
,,,,,,2,"""Right"""
ArchAbRtSub,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ArchAbLtSub,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ArchKom,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ArchBovine,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ArchVarVertOr,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ArchPatIMA,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AscAsymDil,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AscProxGr,M,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Diameter3DMeas,M,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Diam3DAnnulus,M,,,,Yes,,
,,,,,,,
Diam3DSinus,M,,,,Yes,,
,,,,,,,
Diam3DSinotubular,M,,,,Yes,,
,,,,,,,
Diam3DMidAsc,M,,,,Yes,,
,,,,,,,
Diam3DDistalAsc,M,,,,Yes,,
,,,,,,,
Diam3DZone1,M,,,,Yes,,
,,,,,,,
Diam3DZone2,M,,,,Yes,,
,,,,,,,
Diam3DZone3,M,,,,Yes,,
,,,,,,,
Diam3DZone4,M,,,,Yes,,
,,,,,,,
Diam3DZone5,M,,,,Yes,,
,,,,,,,
Diam3DZone6,M,,,,Yes,,
,,,,,,,
Diam3DZone7,M,,,,Yes,,
,,,,,,,
Diam3DZone8,M,,,,Yes,,
,,,,,,,
Diam3DZone9,M,,,,Yes,,
,,,,,,,
Diam3DZone10,M,,,,Yes,,
,,,,,,,
Diam3DZone11,M,,,,Yes,,
,,,,,,,
DiamLgstAnnulus,M,,,,Yes,,
,,,,,,,
DiamLgstSinus,M,,,,Yes,,
,,,,,,,
DiamLgstSinotubular,M,,,,Yes,,
,,,,,,,
DiamLgstMidAsc,M,,,,Yes,,
,,,,,,,
DiamLgstDistalAsc,M,,,,Yes,,
,,,,,,,
DiamLgstZone1,M,,,,Yes,,
,,,,,,,
DiamLgstZone2,M,,,,Yes,,
,,,,,,,
DiamLgstZone3,M,,,,Yes,,
,,,,,,,
